"budget","popularity","vote_average","vote_count","revenue","runtime","year"
7e+07,24.961625,7.1,808,90000098,139,1989
3.1e+07,6.487344,6,89,15134293,105,2010
1.9e+07,26.441669,7.3,638,32801173,114,2002
4e+07,33.747825,5.5,858,1.36e+08,110,2010
1.1e+08,48.829437,6.2,2093,293329073,100,2010
8e+07,77.580661,6,2926,274470394,103,2010
2e+07,18.632156,5.8,481,65464324,104,2010
1e+08,24.399642,6.1,1383,170432927,107,2010
4e+07,44.094856,6.3,1045,51070807,93,2011
5e+06,10.095184,6.9,165,5129058,91,2010
1e+07,17.611971,6.3,254,2995811,106,2010
2.3e+07,5.065752,5,66,51751835,103,2009
2.3e+07,1.847822,6.2,19,51751835,96,1945
2.5e+07,32.854557,6.7,973,42972994,131,2015
2.2e+07,81.829237,6.6,2512,95708457,121,2003
3e+07,36.432598,6,1344,287553595,108,2001
2.3e+07,7.792851,7.1,120,6003587,101,2003
2.8e+07,61.76233,7.7,1355,201634991,147,2015
1500000,2.855963,6,26,51751835,95,2000
2.3e+07,0.542814,5.8,5,51751835,92,2014
1.7e+07,3.321095,6.3,36,1e+07,154,1963
1e+06,41.972329,5.5,1047,62882090,82,2015
2.3e+07,9.317265,6.5,165,51751835,103,2001
2.3e+07,4.480579,4.1,13,51751835,123,2014
2.3e+07,1.501688,4.8,4,51751835,98,2014
2.3e+07,3.443916,6.7,51,51751835,95,1996
3e+05,7.791898,7.6,127,51751835,110,1965
2.3e+07,18.493202,6.7,1789,53187659,108,2000
1.05e+08,27.835436,6.3,1570,115772733,119,2004
1.8e+07,31.82675,7.8,1076,51973029,160,1984
3.3e+07,7.663515,6.8,148,1.4e+07,100,2009
2.3e+07,2.094151,6.2,26,51751835,111,1968
2.3e+07,6.722213,6.1,25,51751835,84,1986
31500000,49.973462,8,2055,89460381,153,1979
1e+08,101.74155,7.7,4185,5.2e+08,137,1991
3e+06,3.937939,5.7,35,4109095,117,1996
1e+07,45.946524,6.2,983,104303851,97,2015
1.4e+07,6.370267,6.2,21,51751835,107,1999
2.3e+07,5.794466,5.3,125,51751835,100,2015
6e+06,6.497285,6.9,113,6670712,104,2009
2.3e+07,0.416179,5,3,51751835,170,2014
6500000,8.432401,7.1,119,1521261,113,2009
2.3e+07,2.088251,5.7,15,51751835,108,1996
2.3e+07,1.791331,5.3,39,51751835,96,1989
2.3e+07,0.371337,5.3,2,51751835,134,2014
1.6e+07,43.217089,7.7,1717,47801389,93,2009
1.5e+07,26.373864,5.9,498,8459458,96,2009
2e+06,7.502934,5.9,88,54207,97,1993
1.4e+07,14.813614,4.4,180,51751835,83,2003
3e+07,45.915165,7.1,1061,90259536,90,2003
2.3e+07,5.759493,5.6,88,51751835,108,2014
1e+07,26.090495,5.4,581,52882018,97,2015
2.3e+07,1.20245,5.3,8,13960203,93,1997
2.7e+07,23.917982,6.1,563,2.9e+07,109,2009
2.3e+07,1.413934,6.5,1,51751835,85,2014
2.3e+07,3.215465,4.6,55,51751835,92,2014
7700000,3.363973,6.6,43,51751835,110,2014
3e+06,22.889294,8.1,483,2.5e+07,125,1960
4.7e+07,23.05451,7.1,346,51751835,133,2004
5e+06,35.307577,7.5,1104,43884652,99,2014
2.3e+07,15.896312,6.3,210,25434291,102,2014
2.5e+07,22.622453,5.7,543,39171130,111,2014
3.5e+07,37.335721,6.9,1121,61181942,123,2015
1250000,6.903314,7.4,112,1.1e+07,101,1945
1.2e+07,64.610671,6.1,1937,85512300,109,2015
2.3e+07,7.668063,5.5,135,51751835,107,2009
2.3e+07,0.619979,4.9,4,51751835,90,1999
4e+06,40.016306,5.2,593,187112,95,2015
1,1.859965,4,42,51751835,95,2014
2.3e+07,0.062089,8,1,51751835,86,2008
1.5e+07,31.565117,5.9,584,61548707,98,2015
2.5e+07,25.002715,5.2,559,72629670,96,2015
730000,18.644023,7.6,334,8e+06,85,1952
14500000,4.389363,5.8,9,51751835,98,2014
878000,43.729123,7.9,1422,10462500,102,1942
2.3e+07,3.226243,5.4,44,51751835,100,1999
2.3e+07,1.045623,6.5,4,51751835,93,2014
11,3.375208,6.4,29,11,145,1978
5e+06,4.227807,6.1,38,51751835,134,1997
5e+07,37.885022,7.2,915,314178011,139,1997
7.5e+07,20.697556,5.4,254,19598588,109,1999
2.3e+07,9.055447,5.5,11,51751835,82,2000
2.3e+07,1.893697,2.6,9,1500000,85,2014
50000,0.595809,3.5,2,51751835,75,2015
1.8e+07,7.922639,5.7,82,51751835,90,2014
1.15e+08,60.467984,6,1523,164602163,114,2016
2.3e+07,1.288173,4.4,17,2400000,100,1999
3e+07,37.179547,6.7,848,191502426,99,1991
19500000,15.012237,6.2,336,34854990,111,2015
1e+07,3.988432,5.4,24,1631839,101,2000
2.3e+07,2.013405,5.8,14,51751835,101,2005
5e+06,8.618793,4.7,102,51751835,88,2016
2.5e+07,6.895866,6.5,114,51751835,100,2014
2600000,0.895946,7.6,23,3166000,105,2004
2.3e+07,7.247023,7,54,51751835,102,2009
2.3e+07,0.068246,6,1,51751835,103,2000
8e+06,21.024346,7,459,5659286,90,2015
1500000,0.859014,6.6,8,51751835,97,2015
950000,0.178689,6.6,28,814666,103,1968
9e+07,51.535701,6.7,3235,334901337,129,2016
11500000,56.805781,5.7,1406,94073028,102,2016
1e+07,3.091077,7.1,73,13835130,110,1997
3e+06,1.697846,6.4,28,11718595,100,2005
5e+06,0.999655,3,3,51751835,67,2014
2.3e+07,1.186971,3.7,25,51751835,90,2014
2.6e+07,10.704596,6.5,166,116400000,102,1996
913000,0.795698,7.4,8,51751835,83,2014
2.3e+07,0.389471,6.7,9,51751835,115,2005
2.3e+07,5.099923,6.8,49,51751835,132,2002
8e+06,0.719996,5.3,9,51751835,89,2015
2.5e+07,10.699952,6,378,24902723,120,2015
2.3e+07,9.05029,7.2,250,51751835,156,2016
2.3e+07,1.70819,5.7,13,51751835,94,1995
2.5e+07,82.052056,7.4,1990,65663276,112,2015
2e+06,1.20173,6.8,16,51751835,90,2008
2.3e+07,0.176377,6.4,4,51751835,75,2014
6.1e+07,113.161483,6.4,3040,311256926,132,2015
4e+06,10.789912,4.6,116,51751835,90,2010
2e+07,28.867568,6.2,633,54956140,101,2010
6.5e+07,31.974359,6.2,679,143695338,102,2016
2.3e+07,1.874783,6.5,4,51751835,53,2014
2.3e+07,0.35819,6,1,51751835,98,2013
2.3e+07,4.105363,6.6,19,51751835,114,1997
3e+06,0.720091,7,11,51751835,97,1985
9e+06,8.218383,6,35,51751835,120,1990
1900000,1.367751,6.9,21,51751835,89,2015
3.5e+07,14.503568,5.2,253,69307224,91,2007
2.3e+07,1.404175,6.9,24,51751835,98,2005
2e+07,30.477114,6.3,950,36606743,100,2015
2e+07,53.161905,7.6,2562,207945075,110,2016
4e+07,48.445978,7.2,2583,165478348,141,2015
3.1e+07,47.753598,6.2,1195,104384188,99,2015
2.3e+07,0.147886,6,9,51751835,97,2006
3800000,3.490215,6.2,38,14873,123,1965
2.3e+07,0.280829,5,1,51751835,90,2007
1.5e+07,10.48009,4.5,118,51751835,94,2014
5e+07,31.160542,6.5,709,90450008,117,2007
2.3e+07,2.025701,5.4,12,51751835,90,2014
16500000,18.236284,6.9,317,37311672,120,2007
8.5e+07,42.069993,6.5,1999,311312624,122,2007
5e+06,38.94708,6,1360,98450062,94,2015
2.3e+07,5.379319,4.4,111,51751835,99,2016
1.7e+07,1.15641,5.6,19,2e+06,102,1981
4100000,4.028875,6.4,42,3.6e+07,135,1953
2.3e+07,3.230779,5,11,51751835,86,2015
2.3e+07,20.265518,6.6,523,51751835,101,2009
2.3e+07,7.217328,6.5,63,51751835,124,2010
1e+05,18.045782,4.9,361,42664410,87,2015
2.3e+07,1.136568,4.1,7,51751835,109,2013
2e+06,1.187764,4.4,19,51751835,92,2015
8500000,9.230073,6.8,107,4440055,119,2009
3.8e+07,57.889964,5.6,1945,109906372,112,2016
5e+06,0.835617,5.4,8,12200000,139,1959
6.5e+07,9.568884,5.9,145,121545703,127,2015
5e+07,42.526529,7,938,69411370,144,2016
8e+07,28.223664,6.3,588,52099090,114,2016
5e+06,8.496364,5.5,76,51751835,81,2014
1500000,0.071377,6,2,51751835,108,2005
7e+06,7.155519,5.7,20,1429299,106,2009
1500000,2.815228,3.3,52,51751835,90,2015
6e+06,28.819424,6.3,658,11122090,96,2015
7e+06,38.150787,6.4,887,1333124,117,2016
2.3e+07,0.982624,3.7,10,51751835,99,2006
2.3e+07,6.335881,5.9,41,51751835,109,2003
3300000,2.964785,4.1,9,45000,96,2014
7800000,11.000654,6.4,153,22441323,102,2003
2.5e+07,35.169779,6.5,1343,94679598,104,2007
31500000,27.891012,5.7,557,14708696,113,2016
2.3e+07,0.665512,5.3,4,51751835,95,2003
1.8e+07,16.027955,5.5,322,88923251,94,2016
5e+07,45.318703,6.2,1650,216972543,107,2016
2.3e+07,0.805312,4.6,5,51751835,87,1982
2.3e+07,1.026243,5.8,19,51751835,86,2002
5e+05,2.537032,5.7,30,1.7e+07,97,1977
1e+07,5.588652,6.8,81,6451628,105,1998
2800000,36.444894,7.7,854,86273333,106,1974
2.3e+07,0.809588,3.6,8,51751835,104,2001
2.7e+07,38.279458,6.5,1068,93282604,98,2016
4200000,12.540624,6.3,210,3.2e+07,114,2004
1.1e+07,21.204929,7.3,440,61619773,120,2015
1.1e+07,25.302978,7,766,51751835,105,2014
1.5e+07,41.249004,6.4,1648,107217396,86,1994
85000,29.262427,7.2,590,30859000,83,1974
7.1e+07,21.462935,5.4,686,294456605,85,1998
2.3e+07,7.876883,6.5,57,5837674,139,2009
5e+07,20.333953,5.5,434,119208989,104,1994
245000,0.785744,7,21,2.2e+07,151,1925
439000,1.933366,6.1,37,2281000,89,1933
2.3e+07,0.172299,5.5,2,51751835,108,2015
7e+06,8.184588,7.1,164,573335,103,2015
3e+07,65.364452,7.3,2067,91709827,123,2015
325000,11.871424,7.7,275,4500000,105,1934
609000,3.898498,7.4,59,3202000,101,1935
1,28.27648,8.1,856,8500000,87,1936
1500000,12.2624,7.9,241,9600000,129,1939
2.3e+07,0.160234,4.2,5,51751835,90,2013
1.7e+07,6.526588,4.5,99,51751835,90,2016
1.35e+08,39.873791,5.8,963,245623848,112,2016
7e+05,29.761163,7.2,691,17986781,103,2015
2.3e+07,0.607782,7,8,51751835,95,2006
3e+06,5.344815,7.3,82,9012000,133,1948
1.6e+07,7.612849,7,127,51751835,90,1987
1300000,10.240917,7.7,207,51751835,105,1998
7e+07,13.483387,4.6,180,38629478,114,2006
2.3e+07,2.470443,6.6,48,51751835,115,2015
3.8e+07,4.746085,5.9,54,28121100,106,1999
2.3e+07,8.516229,5.5,58,51751835,103,2015
1e+07,3.208172,8.2,12,4069090,125,2003
2.3e+07,0.465404,5.5,2,51751835,93,2009
6.4e+07,35.384423,7.6,756,97571250,92,2015
2e+06,2.00163,4.4,24,51751835,89,2015
8e+07,109.684788,6.4,3012,484572835,101,2003
2.1e+07,8.982335,6.5,52,10011050,117,2002
2.3e+07,6.085879,6.4,139,42145,110,2010
3500000,50.319662,6.3,1434,40423945,92,2016
2.3e+07,9.683622,7.8,165,51751835,110,2015
2.3e+07,1.369649,5.7,19,51751835,84,2001
3600000,21.119209,7.4,299,44785053,113,1969
2.3e+07,0.258413,3.5,5,51751835,90,2005
1.8e+07,8.266124,5.6,20,51751835,114,2009
2.3e+07,5.107235,6.9,49,51751835,104,1995
5e+06,5.461487,7.1,116,17872796,99,2009
2.3e+07,20.362025,5.9,306,51751835,91,2009
12500000,1.589693,6.4,4,51751835,95,2012
3.7e+07,57.773583,7.3,1915,173567581,133,2015
1.2e+07,1.623338,3,23,4922166,90,2003
3150000,8.039223,5.2,97,51751835,100,2014
2.3e+07,1.332804,4.2,35,51751835,90,2015
2.3e+07,5.770246,6.5,12,51751835,111,1999
1e+08,46.160048,7.1,1910,193772504,167,2002
7e+07,14.086292,5.4,228,65977295,116,2002
5e+06,30.001024,6.7,683,3220371,95,2016
1e+08,32.271938,4.2,808,82102379,104,2004
2e+07,41.503588,7.8,2686,88346473,128,2015
1e+07,11.267676,5.4,156,3727746,122,2015
1.5e+07,9.476999,6.5,143,7.7e+07,120,2016
2.3e+07,0.587276,2.7,13,51751835,95,1998
2.9e+07,19.237254,6.6,392,48902953,110,2016
2.3e+07,5.271559,5.9,56,4488529,112,1999
2.6e+07,5.644844,3.9,95,51751835,100,2015
5e+07,21.589393,6.6,428,25035950,139,2016
2.6e+07,1.492056,5.5,34,51751835,101,1996
1.5e+07,1.833058,6.1,7,23000,99,2001
1e+07,53.727146,6.1,1306,118587880,105,2016
858000,47.651878,6.8,1405,267447150,70,1942
7.5e+07,24.353302,6.2,302,67631903,123,2001
1.2e+07,12.60629,6.5,168,51751835,81,1996
3e+06,1.569246,5.2,17,51751835,101,2016
2.3e+07,0.583446,6.2,11,51751835,99,2015
3.2e+07,25.799697,6.2,620,18409891,111,2010
2.8e+07,57.518472,7.3,2607,133346506,130,2015
18500000,1.884558,6.4,30,6490401,120,2016
12500000,35.268557,7.5,749,12281551,120,1993
2.3e+07,0.59458,5.1,8,51751835,84,2015
2.3e+07,8.102925,6.2,40,51751835,130,1996
1.2e+07,4.234269,5.5,57,4884663,100,1986
1.2e+07,8.61659,5.4,25,5.4e+07,102,1979
2.3e+07,2.64486,5.4,18,51751835,116,2002
2.3e+07,29.365851,7.2,661,46152800,106,2016
2.3e+07,4.289676,5,10,51751835,101,2015
4.6e+07,41.322708,6.8,1148,113714830,118,2002
1e+06,1.50211,5.4,25,51751835,97,2016
4361898,2.080741,5.6,28,3031801,92,2003
1e+07,38.179483,5.8,1102,64188367,97,2016
3e+07,53.670525,6.8,1573,34441873,122,2015
3.5e+07,35.120736,7,823,50363790,123,2015
2.5e+07,31.242999,7.6,1422,156822020,138,2003
2.3e+07,0.397323,3.4,4,51751835,110,2015
250000,0.126304,5,4,51751835,100,2001
2.3e+07,1.980265,6.7,24,51751835,103,2003
2.3e+07,0.803761,4.1,15,51751835,81,2015
2.3e+07,4.901553,7.2,18,51751835,132,1999
50000,0.293587,8.3,3,51751835,111,2015
6e+06,7.60445,6.2,37,20400000,144,1946
2e+07,5.65327,3.3,12,1675706,84,2003
2.3e+07,0.06124,3,1,51751835,93,2015
4e+07,25.136082,6.1,555,124827316,102,2016
2.9e+07,20.55509,5.5,431,78636257,91,2016
5e+06,22.9951,7.1,478,24804129,134,2016
6e+06,6.903186,6.2,34,51751835,99,2009
7e+05,2.659006,5.3,26,51751835,87,2015
522360,0.071349,5,1,51751835,105,2015
1e+06,4.86805,5.4,24,2057193,84,1997
1.2e+08,62.641286,5.9,2341,415484914,123,2016
2.3e+07,0.055325,3,1,51751835,96,2015
3.5e+07,50.179171,5.6,1462,108758521,91,2016
2.3e+07,5.485217,4.9,54,51751835,80,2015
2.3e+07,3.139294,6.8,27,51751835,96,2016
2.5e+07,24.672234,6.6,573,15436808,127,2016
2.3e+07,2.756435,7,28,23311391,106,2008
3.3e+07,19.642328,5.1,497,62022014,105,2006
7500000,4.943588,5.5,63,51751835,104,2015
9.5e+07,61.121717,6,2010,226497209,118,2010
1.2e+07,5.327714,6.8,107,15250000,114,2000
2.3e+07,3.759988,5.5,46,51751835,154,2006
9e+06,6.677926,5.6,61,51751835,96,2014
4e+07,17.869443,5.9,612,90029656,109,2010
2e+07,62.933899,7.1,2181,83707310,96,2016
5e+06,27.247013,6.7,1049,58978653,108,2015
5.2e+07,25.41929,5.7,1013,216485654,125,2010
7e+06,17.717681,6.8,273,54600000,93,2005
1e+07,19.865989,4.8,448,40055439,95,2016
1950000,3.696123,5.8,49,51751835,90,2015
5e+07,37.253774,4.7,797,55969000,100,2016
1.4e+07,37.380435,7.7,1113,159157447,131,1992
7.3e+07,2.502487,6.2,2487,229074524,129,1997
2.3e+07,3.300061,6.4,47,51751835,81,2015
9.3e+07,1.859364,5.7,2077,368780809,92,2001
2.3e+07,0.406645,7.4,13,51751835,99,2009
2e+06,6.728882,5.6,92,2801508,97,2015
5500000,2.141143,3.3,16,4865000,95,1980
2.5e+07,1.894749,7,31,3052000,128,1970
2.3e+07,2.414721,5.5,31,51751835,100,2015
2.3e+07,0.523122,6.8,6,51751835,80,2014
1.6e+07,4.628525,6.5,48,11301649,120,2009
7.5e+07,17.561955,4.3,318,51751835,78,1999
1.5e+07,21.095489,5.9,355,75700498,92,2010
3.5e+07,3.674294,4.8,40,51751835,94,2016
1.8e+07,10.144222,4.5,179,51751835,92,2016
1.7e+07,60.829621,6.2,1567,119100758,86,2016
1.7e+07,9.191187,5.4,167,2.4e+07,107,2015
2.3e+07,1.881466,8,27,51751835,69,2005
1.5e+07,53.698683,6.8,2468,108286421,103,2016
2e+07,33.625477,5.4,404,51751835,96,2015
2.3e+07,0.619136,7,11,51751835,111,1999
7e+06,6.665164,5.8,110,51751835,94,2015
2e+07,3.102987,6.8,36,51751835,118,2015
62000,2.407048,4.4,32,51751835,82,1962
2.3e+07,1.950959,7.2,244,51751835,98,2009
7500000,17.318839,6.5,240,32392047,91,1995
2e+07,16.663797,5.7,295,46069568,107,2016
2.3e+07,6.752141,6,333,51751835,87,2015
2.3e+07,0.243853,4.5,2,51751835,90,2015
8900000,15.079993,5.6,318,4100000,93,2015
2e+07,2.003047,6,24,37672350,124,1998
2e+06,5.381536,6.8,47,7800000,118,1947
7e+06,2.550045,4.5,31,1246141,100,1983
2.3e+07,0.362633,6.3,8,76901,85,2002
4800000,11.086001,7.4,586,79384880,121,2003
2.5e+07,1.876811,6.8,28,20719451,117,2009
7e+07,23.25645,5.8,493,134748021,133,2010
8500000,9.452808,6.5,178,15861566,120,2016
1.6e+07,10.248439,6.7,186,7.7e+07,117,2016
2e+07,16.176976,5.9,525,49779728,104,2010
2.3e+07,3.084874,4.1,10,51751835,85,2001
2.3e+07,5.625989,6.8,69,51751835,110,2016
2.3e+07,10.142218,5.9,140,51751835,120,2009
2.3e+07,1.985243,6.1,24,51751835,95,2015
3e+06,1.586598,4.7,25,15369573,100,1990
2.3e+07,0.18094,3.7,3,51751835,120,2004
2.3e+07,2.353483,5.7,19,51751835,78,1987
1644736,3.426314,7.2,79,7433101,126,1938
2.3e+07,1.89218,6.7,31,51751835,115,1994
2700000,3.120747,6.7,59,51751835,98,2004
3e+06,1.141463,2.8,10,51751835,79,2015
1.5e+07,18.268009,6,421,20566327,94,2016
5.5e+07,4.700024,5.2,62,11466088,100,1997
2e+06,9.68793,5.2,84,51751835,98,2010
7500000,1.369528,4.5,7,4245870,102,2002
5e+06,3.943706,5.4,40,4842699,121,2015
2.3e+07,0.304566,5,6,51751835,85,2010
6.5e+07,27.870312,7.1,1234,162091208,159,1999
1200000,0.489271,4.3,5,51751835,111,2015
1.2e+07,1.081822,5.4,33,17292381,86,2001
1.4e+07,6.733485,5.7,39,21409028,103,2010
2.7e+07,47.862016,7,1002,20158808,102,1984
4900000,48.170508,6.3,1129,44107032,81,2016
2.3e+07,1.563711,4.7,31,51751835,92,2009
1.3e+07,20.39955,7.2,387,754249,161,2009
7e+06,21.626288,7.3,463,51751835,101,2009
2.3e+07,1.063615,5,12,51751835,107,1982
5e+06,6.96858,5.7,72,23507567,121,2016
2.3e+07,9.177896,6.8,131,51751835,97,2002
6500000,2.163683,6.2,42,51751835,108,1993
2.3e+07,2.122451,5.1,36,51751835,77,2015
3500000,8.45342,6.5,195,44462,101,2009
2.3e+07,0.446858,7.5,6,51751835,93,2016
2.3e+07,1.273773,6.2,9,51751835,96,2015
6e+07,19.694695,4.9,388,51751835,119,2015
3.5e+07,18.38292,5.7,458,77477008,106,2010
2.5e+07,24.903418,6.2,515,23580000,97,2010
5800000,4.49029,7.2,72,6800000,133,1964
4e+07,47.649554,6,1206,126248813,107,2010
3e+07,16.883429,5.7,313,16930884,108,2007
2.3e+07,0.596889,6.7,7,51751835,92,1997
7.5e+07,46.875375,6.9,2264,527068851,87,2007
3.5e+07,83.893257,7,3088,326551094,109,2006
3.5e+07,23.835055,6,436,93246388,109,2010
3700000,0.90522,6.6,17,2956000,102,1948
5.5e+07,38.06168,5.9,1122,152263880,97,2010
210000,2.043661,6.7,41,5e+06,80,1953
8700000,26.093043,6.8,532,7659918,100,2006
3e+06,3.077885,4.1,52,51751835,90,2015
6e+07,13.080725,5.6,210,104324083,100,1995
3.5e+07,13.668633,4.6,149,39340177,92,2010
2e+07,14.947588,4.3,331,21164799,92,2016
2.3e+07,0.906096,7.3,10,51751835,94,2006
2.3e+07,1.161034,6.4,9,51751835,95,2009
5e+06,1.398981,5.3,11,51751835,88,2015
6.2e+07,18.096884,6.1,340,127666415,116,2000
1.1e+07,11.071522,5.8,101,51751835,90,2015
4e+07,10.713521,7.6,721,51751835,127,1999
2500000,1.759506,4.5,19,51751835,110,2015
2.3e+07,0.687656,4.3,12,51751835,89,2015
2.3e+07,1.105357,4.2,13,51751835,102,2015
2e+07,2.986286,6.1,29,60072596,121,2010
2.3e+07,1.496454,5.4,21,51751835,87,2009
2.3e+07,23.139971,6.9,923,51751835,107,2010
2.3e+07,3.644872,6.5,37,51751835,110,2010
15600000,2.244947,4.2,20,51751835,91,2002
2.3e+07,3.068463,5.8,27,51751835,82,2015
2.3e+07,0.186234,4.3,2,51751835,89,2015
6e+07,2.143764,5.8,1363,300228084,97,2010
5.5e+07,27.50916,7.3,1131,113020255,141,2008
2.3e+07,0.753362,6.3,5,51751835,130,2015
3.2e+07,3.379454,5.4,44,51751835,110,1996
3e+07,23.197408,6.3,1018,77566815,101,2007
2.3e+07,0.669169,6.5,11,51751835,107,2001
8e+07,16.411345,6.4,470,309492681,117,1996
1.7e+07,27.654472,5.6,687,125586134,100,1997
6.5e+07,20.793026,5.1,374,40002112,100,1998
75000,0.140989,3.3,3,51751835,90,2015
2300000,2.713171,5.6,19,51751835,97,2015
3.5e+07,12.343507,6.1,233,27107960,111,1980
7500000,0.571663,6.1,7,3347647,110,2004
1.5e+07,0.249245,4.7,15,5217498,105,2000
20000,0.212443,7.4,63,99000,111,1997
2.3e+07,2.394613,3.5,36,51751835,97,2015
2.3e+07,0.42583,7.5,12,51751835,109,2016
4400000,3.898737,6.9,35,51751835,85,2015
2.3e+07,0.225627,6.9,17,51751835,87,1952
2.3e+07,19.944479,6.4,377,31466789,101,2003
5e+06,6.063868,5.7,15,51751835,103,1992
25530000,4.475007,5.3,84,20080020,95,1996
2.8e+07,15.794946,6.1,327,92601050,104,2007
8e+07,59.113174,6.6,1673,2.8e+08,126,1992
4500000,14.570359,5.4,251,3606395,104,2010
2.3e+07,0.062979,7,1,51751835,110,2015
3.6e+07,19.167377,6.5,379,156844753,105,2015
2.3e+07,0.145014,6,4,51751835,89,2008
5e+05,0.471264,5.6,5,51751835,88,2002
5.4e+07,67.169587,6.2,1528,155010032,117,2002
3e+07,28.624038,6.3,521,51132598,83,1994
2.3e+07,4.409263,6.9,37,51751835,142,2009
1.35e+08,39.604363,6,862,361832400,128,1999
4.5e+07,43.815492,6.5,1905,131183530,120,1998
6.5e+07,49.660055,5.7,1252,128905366,123,2004
7.5e+07,4.66891,6.8,4097,296339527,104,2000
1.1e+08,2.871739,6.8,3506,407711549,133,2003
1.4e+08,54.159392,5.8,1092,431971116,133,2002
3.6e+07,23.380757,5.8,338,1.6e+08,134,1983
1.5e+07,7.497306,5.8,84,5024782,90,2009
2.5e+07,5.753564,6.3,10,6500000,85,2010
2.3e+07,3.159574,6.2,26,51751835,121,1988
2.3e+07,5.023091,5,62,51751835,86,2015
3e+07,2.625594,6.4,7,51751835,85,2015
2.3e+07,3.659292,6.7,55,51751835,112,2009
5e+06,14.779537,6.6,249,42365581,116,1981
1.3e+07,11.880899,5.5,135,16757163,106,1998
2.3e+07,0.082978,4.8,4,51751835,101,2003
9e+07,23.9366,6.7,526,65900249,132,2006
1.15e+08,38.729418,6.8,1116,378882411,141,1994
2.3e+07,10.706613,7.3,111,19406406,84,2009
1.5e+07,0.335195,6.7,10,22730842,85,2007
2.3e+07,0.548435,6.9,6,51751835,133,2006
2.3e+07,0.909067,2.9,7,51751835,111,2016
3e+07,16.52083,6.6,796,51751835,105,2010
7e+06,5.517597,6.7,46,51751835,125,2009
2.3e+07,27.33256,6.6,546,86930411,85,1991
350000,0.249561,4.7,3,51751835,98,2015
6e+06,12.099486,6.3,14,51751835,101,2009
2.3e+07,0.749699,6.8,9,51751835,108,2003
4.2e+07,23.736535,6.6,501,270248367,154,1993
1.1e+07,10.016909,5.3,149,51751835,106,2016
1.3e+07,11.892615,6,173,51751835,109,2010
8e+06,7.828459,7,129,51751835,104,2016
967686,20.544999,7,423,4270000,101,2010
3.3e+07,2.706207,4.7,64,51751835,91,1998
4500000,2.551559,7.3,57,3.2e+07,126,2016
1,0.29245,6.7,7,51751835,100,1998
2.3e+07,2.651304,6,63,51751835,102,2016
750000,1.471139,5.2,16,51751835,80,2016
2300000,8.055084,7.2,102,51751835,87,1947
2e+07,42.512296,6.3,1252,183936074,100,2016
5e+07,37.069253,6.6,2435,260095987,112,2011
2.3e+07,0.023681,5.5,3,51751835,87,2004
1800000,38.204158,7.2,1180,25504513,91,1984
2.6e+07,23.227877,5.5,671,51751835,104,2009
1e+08,41.426678,6,1699,278731369,103,2010
2.3e+07,2.857936,5.3,31,51751835,97,1999
8e+06,45.395839,6.7,2210,74952305,92,2010
2.3e+07,4.807549,6,40,51751835,131,2010
1e+08,18.325897,5.4,426,288347692,146,2010
4e+07,69.27822,7.1,3391,224920315,120,2010
2.3e+07,3.810827,5.2,42,51751835,96,2016
7.5e+07,23.004607,5.7,772,98159963,100,2010
1.17e+08,44.906918,5.9,1547,261930431,109,2010
2.3e+07,1.866443,5.8,22,51751835,104,2009
15238800,17.94739,7.2,255,51751835,144,2009
1e+07,14.038512,5.1,179,6110000,90,2010
4.4e+07,21.75433,6.8,566,48190704,99,2010
2.3e+07,0.087574,5.5,1,51751835,108,2016
7.5e+07,37.917002,5.7,880,226904017,110,2011
8e+06,3.501158,7,31,27362712,109,2002
2.3e+07,0.15066,6.8,4,51751835,106,2007
2e+07,56.481487,7.9,3652,72258126,108,2004
2.5e+07,49.510658,7.6,1709,412800000,133,1988
2.3e+07,0.595136,5.8,9,51751835,104,2006
2.2e+07,12.4654,5.8,251,51751835,98,2010
2.3e+07,2.504156,3.9,37,51751835,96,2010
50200000,26.60772,6.5,1652,127869379,106,2011
1.3e+08,68.757242,6.7,1918,321887208,95,2010
3.2e+07,13.611544,6,262,42045846,102,2010
2.3e+07,0.251828,5.2,3,51751835,94,2016
2.3e+07,10.409253,6.1,99,21520719,100,2010
1.7e+07,24.054062,6,849,43165571,86,2011
4.5e+07,3.848893,4,11,2154540,103,1997
6e+07,28.800112,5.8,636,204594016,133,2010
68490000,4.72629,6,24,193677158,120,2016
1.2e+07,4.63093,5.7,46,51751835,100,1996
2e+07,19.962713,6,368,32005248,105,2010
8e+07,27.46264,5.3,498,169852759,102,2011
49900000,21.408222,5.2,501,26121638,102,2011
6e+07,28.350927,5.4,692,78309131,87,2011
3.2e+07,15.901137,5.3,313,83615414,107,2011
4e+07,22.491388,6.1,412,58785180,102,2010
1800000,14.838986,5.6,328,67738090,87,2010
2.2e+07,12.54949,6.5,235,24188922,108,2010
8e+07,38.864027,6,1705,271430189,102,2010
7,0.050456,5.2,6,7,82,2009
2.3e+07,0.080704,6,2,51751835,136,2007
1.2e+07,5.841285,6.5,84,1644755,111,2009
2.7e+07,1.224105,3.9,8,51751835,90,2016
3e+06,11.882563,5.7,197,22000,112,2011
2.5e+07,12.31708,6.2,227,51751835,121,2011
2.3e+07,0.061248,6,1,51751835,83,2015
2.3e+07,5.628399,3.2,34,51751835,82,2010
2.3e+07,3.467923,7.5,18,51751835,80,2016
5e+07,12.25622,5,149,83761844,87,2010
